datadate	tic	conm	prccd	cshoc	mkvaltq
2001-12-31	JBSS	SANFILIPPO JOHN B & SON	5.32	5462000.0	29057840.0
2002-03-28	JBSS	SANFILIPPO JOHN B & SON	6.0	5462000.0	32772000.0
2002-06-28	JBSS	SANFILIPPO JOHN B & SON	6.99	5584000.0	39032160.0
2002-09-30	JBSS	SANFILIPPO JOHN B & SON	-6.545	5584000.0	-36547280.0
2002-12-31	JBSS	SANFILIPPO JOHN B & SON	10.07	5585000.0	56240950.0
2003-03-31	JBSS	SANFILIPPO JOHN B & SON	14.35	5688000.0	81622800.0
2003-06-30	JBSS	SANFILIPPO JOHN B & SON	16.32	5776000.0	94264320.0
2003-09-30	JBSS	SANFILIPPO JOHN B & SON	21.27	5785000.0	123046950.0
2003-12-31	JBSS	SANFILIPPO JOHN B & SON	51.04	5835000.0	297818400.0
2004-03-31	JBSS	SANFILIPPO JOHN B & SON	36.7	5857000.0	214951900.00000003
2004-06-30	JBSS	SANFILIPPO JOHN B & SON	26.72	8079000.0	215870880.0
2004-09-30	JBSS	SANFILIPPO JOHN B & SON	26.2	8082000.0	211748400.0
2004-12-31	JBSS	SANFILIPPO JOHN B & SON	25.78	8082000.0	208353960.0
2005-03-31	JBSS	SANFILIPPO JOHN B & SON	24.58	8100000.0	199098000.0
2005-06-30	JBSS	SANFILIPPO JOHN B & SON	23.06	7982000.0	184064920.0
2005-09-30	JBSS	SANFILIPPO JOHN B & SON	17.5	8102000.0	141785000.0
2005-12-30	JBSS	SANFILIPPO JOHN B & SON	12.93	8104000.0	104784720.0
2006-03-31	JBSS	SANFILIPPO JOHN B & SON	15.83	8111000.0	128397130.0
2006-06-30	JBSS	SANFILIPPO JOHN B & SON	13.25	8112000.0	107484000.0
2006-09-29	JBSS	SANFILIPPO JOHN B & SON	10.2	8112000.0	82742400.0
2006-12-29	JBSS	SANFILIPPO JOHN B & SON	12.26	8116000.0	99502160.0
2007-03-30	JBSS	SANFILIPPO JOHN B & SON	13.33	8121000.0	108252930.0
2007-06-29	JBSS	SANFILIPPO JOHN B & SON	11.0	8123000.0	89353000.0
2007-09-28	JBSS	SANFILIPPO JOHN B & SON	8.17	8128000.0	66405760.0
2007-12-31	JBSS	SANFILIPPO JOHN B & SON	8.42	8135000.0	68496700.0
2008-03-31	JBSS	SANFILIPPO JOHN B & SON	8.91	8135000.0	72482850.0
2008-06-30	JBSS	SANFILIPPO JOHN B & SON	-8.745	8135000.0	-71140575.0
2008-09-30	JBSS	SANFILIPPO JOHN B & SON	8.516	8135000.0	69277660.0
2008-12-31	JBSS	SANFILIPPO JOHN B & SON	5.39	8141000.0	43879990.0
2009-03-31	JBSS	SANFILIPPO JOHN B & SON	5.41	8141000.0	44042810.0
2009-06-30	JBSS	SANFILIPPO JOHN B & SON	7.15	8023000.0	57364450.0
2009-09-30	JBSS	SANFILIPPO JOHN B & SON	11.62	8037000.0	93389940.0
2009-12-31	JBSS	SANFILIPPO JOHN B & SON	15.6	8043000.0	125470800.0
2010-03-31	JBSS	SANFILIPPO JOHN B & SON	14.82	8049000.0	119286180.0
2010-06-30	JBSS	SANFILIPPO JOHN B & SON	14.47	8049000.0	116469030.0
2010-09-30	JBSS	SANFILIPPO JOHN B & SON	13.2	8053000.0	106299600.0
2010-12-31	JBSS	SANFILIPPO JOHN B & SON	12.44	8057000.0	100229080.0
2011-03-31	JBSS	SANFILIPPO JOHN B & SON	11.7	8065000.0	94360500.0
2011-06-30	JBSS	SANFILIPPO JOHN B & SON	8.46	8065000.0	68229900.0
2011-09-30	JBSS	SANFILIPPO JOHN B & SON	7.9	8066000.0	63721400.0
2011-12-30	JBSS	SANFILIPPO JOHN B & SON	7.54	8109000.0	61141860.0
2012-03-30	JBSS	SANFILIPPO JOHN B & SON	12.47	8121000.0	101268870.0
2012-06-29	JBSS	SANFILIPPO JOHN B & SON	17.85	8165000.0	145745250.0
2012-09-28	JBSS	SANFILIPPO JOHN B & SON	13.02	8168000.0	106347360.0
2012-12-31	JBSS	SANFILIPPO JOHN B & SON	18.18	8253000.0	150039540.0
2013-03-28	JBSS	SANFILIPPO JOHN B & SON	19.98	8268000.0	165194640.0
2013-06-28	JBSS	SANFILIPPO JOHN B & SON	20.16	8323000.0	167791680.0
2013-09-30	JBSS	SANFILIPPO JOHN B & SON	23.19	8337000.0	193335030.0
2013-12-31	JBSS	SANFILIPPO JOHN B & SON	24.68	8429000.0	208027720.0
2014-03-31	JBSS	SANFILIPPO JOHN B & SON	23.02	8444000.0	194380880.0
2014-06-30	JBSS	SANFILIPPO JOHN B & SON	26.47	8451000.0	223697970.0
2014-09-30	JBSS	SANFILIPPO JOHN B & SON	32.36	8469000.0	274056840.0
2014-12-31	JBSS	SANFILIPPO JOHN B & SON	45.5	8529000.0	388069500.0
2015-03-31	JBSS	SANFILIPPO JOHN B & SON	43.1	8540000.0	368074000.0
2015-06-30	JBSS	SANFILIPPO JOHN B & SON	51.9	8546000.0	443537400.0
2015-09-30	JBSS	SANFILIPPO JOHN B & SON	51.26	8547000.0	438119220.0
2015-12-31	JBSS	SANFILIPPO JOHN B & SON	54.03	8594000.0	464333820.0
2016-03-31	JBSS	SANFILIPPO JOHN B & SON	69.09	8608000.0	594726720.0
2016-06-30	JBSS	SANFILIPPO JOHN B & SON	42.63	8608000.0	366959040.0
2016-09-30	JBSS	SANFILIPPO JOHN B & SON	51.33	8615000.0	442207950.0
2016-12-30	JBSS	SANFILIPPO JOHN B & SON	70.39	8668000.0	610140520.0
2017-03-31	JBSS	SANFILIPPO JOHN B & SON	73.19	8684000.0	635581960.0
2017-06-30	JBSS	SANFILIPPO JOHN B & SON	63.11	8802000.0	555494220.0
2017-09-29	JBSS	SANFILIPPO JOHN B & SON	67.31	8818000.0	593539580.0
2017-12-29	JBSS	SANFILIPPO JOHN B & SON	63.25	8741000.0	552868250.0
2018-03-29	JBSS	SANFILIPPO JOHN B & SON	57.87	8748000.0	506246760.0
2018-06-29	JBSS	SANFILIPPO JOHN B & SON	74.45	8748000.0	651288600.0
2018-09-28	JBSS	SANFILIPPO JOHN B & SON	71.38	8748000.0	624432240.0
2018-12-31	JBSS	SANFILIPPO JOHN B & SON	55.66	8781000.0	488750459.99999994
2019-03-29	JBSS	SANFILIPPO JOHN B & SON	71.87	8792000.0	631881040.0
2019-06-28	JBSS	SANFILIPPO JOHN B & SON	79.69	8792000.0	700634480.0
2019-09-30	JBSS	SANFILIPPO JOHN B & SON	96.6	8909000.0	860609400.0
2019-12-31	JBSS	SANFILIPPO JOHN B & SON	91.28	8819000.0	804998320.0
2020-03-31	JBSS	SANFILIPPO JOHN B & SON	89.4	8821000.0	788597400.0
2020-06-30	JBSS	SANFILIPPO JOHN B & SON	85.33	8822000.0	752781260.0
2020-09-30	JBSS	SANFILIPPO JOHN B & SON	75.38	8822000.0	665002360.0
2020-12-31	JBSS	SANFILIPPO JOHN B & SON	78.86	8822000.0	695702920.0
2000-03-31	JCI	JOHNSON CONTROLS INC	54.0625	85439000.0	4619045937.5
2000-06-30	JCI	JOHNSON CONTROLS INC	51.3125	85731000.0	4399071937.5
2000-09-29	JCI	JOHNSON CONTROLS INC	53.1875	85731000.0	4559817562.5
2000-12-29	JCI	JOHNSON CONTROLS INC	52.0	86048000.0	4474496000.0
2001-03-30	JCI	JOHNSON CONTROLS INC	62.46	86089000.0	5377118940.0
2001-06-29	JCI	JOHNSON CONTROLS INC	72.47	86867000.0	6295251490.0
2001-09-28	JCI	JOHNSON CONTROLS INC	65.24	87281000.0	5694212440.0
2001-12-31	JCI	JOHNSON CONTROLS INC	80.75	87556000.0	7070147000.0
2002-03-28	JCI	JOHNSON CONTROLS INC	88.31	87653000.0	7740636430.0
2002-06-28	JCI	JOHNSON CONTROLS INC	81.61	88611000.0	7231543710.0
2002-09-30	JCI	JOHNSON CONTROLS INC	76.82	88768000.0	6819157759.999999
2002-12-31	JCI	JOHNSON CONTROLS INC	80.17	88958000.0	7131762860.0
2003-03-31	JCI	JOHNSON CONTROLS INC	72.44	88988000.0	6446290720.0
2003-06-30	JCI	JOHNSON CONTROLS INC	85.6	89163000.0	7632352799.999999
2003-09-30	JCI	JOHNSON CONTROLS INC	94.6	89538000.0	8470294799.999999
2003-12-31	JCI	JOHNSON CONTROLS INC	116.12	90377000.0	10494577240.0
2004-03-31	JCI	JOHNSON CONTROLS INC	59.15	188551000.0	11152791650.0
2004-06-30	JCI	JOHNSON CONTROLS INC	53.38	190026000.0	10143587880.0
2004-09-30	JCI	JOHNSON CONTROLS INC	56.81	190250000.0	10808102500.0
2004-12-31	JCI	JOHNSON CONTROLS INC	63.44	190858000.0	12108031520.0
2005-03-31	JCI	JOHNSON CONTROLS INC	55.76	191174000.0	10659862240.0
2005-06-30	JCI	JOHNSON CONTROLS INC	56.33	192038000.0	10817500540.0
2005-09-30	JCI	JOHNSON CONTROLS INC	62.05	192541000.0	11947169050.0
2005-12-30	JCI	JOHNSON CONTROLS INC	72.91	193511000.0	14108887010.0
2006-03-31	JCI	JOHNSON CONTROLS INC	75.93	194173000.0	14743555890.000002
2006-06-30	JCI	JOHNSON CONTROLS INC	82.22	194961000.0	16029693420.0
2006-09-29	JCI	JOHNSON CONTROLS INC	71.74	195565000.0	14029833099.999998
2006-12-29	JCI	JOHNSON CONTROLS INC	85.92	195565000.0	16802944800.0
2007-03-30	JCI	JOHNSON CONTROLS INC	94.62	196495000.0	18592356900.0
2007-06-29	JCI	JOHNSON CONTROLS INC	115.77	197301000.0	22841536770.0
2007-09-28	JCI	JOHNSON CONTROLS INC	118.11	197817000.0	23364165870.0
2007-12-31	JCI	JOHNSON CONTROLS INC	36.04	594617000.0	21429996680.0
2008-03-31	JCI	JOHNSON CONTROLS INC	33.8	593770000.0	20069426000.0
2008-06-30	JCI	JOHNSON CONTROLS INC	28.68	593418000.0	17019228240.0
2008-09-30	JCI	JOHNSON CONTROLS INC	30.33	593774000.0	18009165420.0
2008-12-31	JCI	JOHNSON CONTROLS INC	18.16	594200000.0	10790672000.0
2009-03-31	JCI	JOHNSON CONTROLS INC	12.0	594252000.0	7131024000.0
2009-06-30	JCI	JOHNSON CONTROLS INC	21.72	594263000.0	12907392360.0
2009-09-30	JCI	JOHNSON CONTROLS INC	25.56	595457000.0	15219880920.0
2009-12-31	JCI	JOHNSON CONTROLS INC	27.24	671315000.0	18286620600.0
2010-03-31	JCI	JOHNSON CONTROLS INC	32.99	671736000.0	22160570640.0
2010-06-30	JCI	JOHNSON CONTROLS INC	26.87	672703000.0	18075529610.0
2010-09-30	JCI	JOHNSON CONTROLS INC	30.5	673312000.0	20536016000.0
2010-12-31	JCI	JOHNSON CONTROLS INC	38.2	676875000.0	25856625000.000004
2011-03-31	JCI	JOHNSON CONTROLS INC	41.57	677347000.0	28157314790.0
2011-06-30	JCI	JOHNSON CONTROLS INC	41.66	678449000.0	28264185339.999996
2011-09-30	JCI	JOHNSON CONTROLS INC	26.37	679739000.0	17924717430.0
2011-12-30	JCI	JOHNSON CONTROLS INC	31.26	680384000.0	21268803840.0
2012-03-30	JCI	JOHNSON CONTROLS INC	32.48	680755000.0	22110922399.999996
2012-06-29	JCI	JOHNSON CONTROLS INC	27.71	680201000.0	18848369710.0
2012-09-28	JCI	JOHNSON CONTROLS INC	27.4	683909000.0	18739106600.0
2012-12-31	JCI	JOHNSON CONTROLS INC	30.67	683922000.0	20975887740.0
2013-03-28	JCI	JOHNSON CONTROLS INC	35.07	684321000.0	23999137470.0
2013-06-28	JCI	JOHNSON CONTROLS INC	35.79	684995000.0	24515971050.0
2013-09-30	JCI	JOHNSON CONTROLS INC	41.5	684159000.0	28392598500.0
2013-12-31	JCI	JOHNSON CONTROLS INC	51.3	677156000.0	34738102800.0
2014-03-31	JCI	JOHNSON CONTROLS INC	47.32	664028000.0	31421804960.0
2014-06-30	JCI	JOHNSON CONTROLS INC	49.93	664158000.0	33161408940.0
2014-09-30	JCI	JOHNSON CONTROLS INC	44.0	666075000.0	29307300000.0
2014-12-31	JCI	JOHNSON CONTROLS INC	48.34	667592000.0	32271397280.000004
2015-03-31	JCI	JOHNSON CONTROLS INC	50.44	657294000.0	33153909360.0
2015-06-30	JCI	JOHNSON CONTROLS INC	49.53	654831000.0	32433779430.0
2015-09-30	JCI	JOHNSON CONTROLS INC	41.36	654069000.0	27052293840.0
2015-12-31	JCI	JOHNSON CONTROLS INC	39.49	647908000.0	25585886920.0
2016-03-31	JCI	JOHNSON CONTROLS INC	38.97	648235000.0	25261717950.0
2016-06-30	JCI	JOHNSON CONTROLS INC	44.26	648370000.0	28696856200.0
2016-09-30	JCI	JOHNSON CONTROLS INC		637746000.0	26683292640.0
2016-09-30	JCI	JOHNSON CONTROLS INTL PLC	46.53	935791000.0	43542355230.0
2016-12-30	JCI	JOHNSON CONTROLS INTL PLC	41.19	936718000.0	38583414420.0
2017-03-31	JCI	JOHNSON CONTROLS INTL PLC	42.12	938109000.0	39513151080.0
2017-06-30	JCI	JOHNSON CONTROLS INTL PLC	43.36	938109000.0	40676406240.0
2017-09-29	JCI	JOHNSON CONTROLS INTL PLC	40.29	932399000.0	37566355710.0
2017-12-29	JCI	JOHNSON CONTROLS INTL PLC	38.11	925435000.0	35268327850.0
2018-03-29	JCI	JOHNSON CONTROLS INTL PLC	35.24	926123000.0	32636574520.0
2018-06-29	JCI	JOHNSON CONTROLS INTL PLC	33.45	926204000.0	30981523800.000004
2018-09-28	JCI	JOHNSON CONTROLS INTL PLC	35.0	924922000.0	32372270000.0
2018-12-31	JCI	JOHNSON CONTROLS INTL PLC	29.65	924059000.0	27398349350.0
2019-03-29	JCI	JOHNSON CONTROLS INTL PLC	36.94	912713000.0	33715618219.999996
2019-06-28	JCI	JOHNSON CONTROLS INTL PLC	41.31	898069000.0	37099230390.0
2019-09-30	JCI	JOHNSON CONTROLS INTL PLC	43.89	795707000.0	34923580230.0
2019-12-31	JCI	JOHNSON CONTROLS INTL PLC	40.71	771420000.0	31404508200.0
2020-03-31	JCI	JOHNSON CONTROLS INTL PLC	26.96	763827000.0	20592775920.0
2020-06-30	JCI	JOHNSON CONTROLS INTL PLC	34.14	743862000.0	25395448680.0
2020-09-30	JCI	JOHNSON CONTROLS INTL PLC	40.85	744048000.0	30394360800.0
2020-12-31	JCI	JOHNSON CONTROLS INTL PLC	46.59	723908000.0	33726873720.000004
2000-03-31	JEF	JEFFERIES GROUP INC NEW	22.875	24417000.0	558538875.0
2000-06-30	JEF	JEFFERIES GROUP INC NEW	20.1875	24426000.0	493099875.0
2000-09-29	JEF	JEFFERIES GROUP INC NEW	26.875	24426000.0	656448750.0
2000-12-29	JEF	JEFFERIES GROUP INC NEW	31.25	24520000.0	766250000.0
2001-03-30	JEF	JEFFERIES GROUP INC NEW	28.85	24520000.0	707402000.0
2001-06-29	JEF	JEFFERIES GROUP INC NEW	32.4	25714000.0	833133600.0
2001-09-28	JEF	JEFFERIES GROUP INC NEW	33.0	25838000.0	852654000.0
2001-12-31	JEF	JEFFERIES GROUP INC NEW	42.31	26933000.0	1139535230.0
2002-03-28	JEF	JEFFERIES GROUP INC NEW	48.2	26233000.0	1264430600.0
2002-06-28	JEF	JEFFERIES GROUP INC NEW	42.1	26770000.0	1127017000.0
2002-09-30	JEF	JEFFERIES GROUP INC NEW	38.16	26930000.0	1027648799.9999999
2002-12-31	JEF	JEFFERIES GROUP INC NEW	41.97	26895000.0	1128783150.0
2003-03-31	JEF	JEFFERIES GROUP INC NEW	35.95	26895000.0	966875250.0000001
2003-06-30	JEF	JEFFERIES GROUP INC NEW	49.79	27406000.0	1364544740.0
2003-09-30	JEF	JEFFERIES GROUP INC NEW	28.75	55142000.0	1585332500.0
2003-12-31	JEF	JEFFERIES GROUP INC NEW	33.02	56277000.0	1858266540.0000002
2004-03-31	JEF	JEFFERIES GROUP INC NEW	35.33	56842000.0	2008227860.0
2004-06-30	JEF	JEFFERIES GROUP INC NEW	30.92	57244000.0	1769984480.0
2004-09-30	JEF	JEFFERIES GROUP INC NEW	34.47	56631000.0	1952070570.0
2004-12-31	JEF	JEFFERIES GROUP INC NEW	40.28	57175000.0	2303009000.0
2005-03-31	JEF	JEFFERIES GROUP INC NEW	37.68	57175000.0	2154354000.0
2005-06-30	JEF	JEFFERIES GROUP INC NEW	37.89	57671000.0	2185154190.0
2005-09-30	JEF	JEFFERIES GROUP INC NEW	43.55	58101000.0	2530298550.0
2005-12-30	JEF	JEFFERIES GROUP INC NEW	44.98	58083000.0	2612573340.0
2006-03-31	JEF	JEFFERIES GROUP INC NEW	58.5	59360000.0	3472560000.0
2006-06-30	JEF	JEFFERIES GROUP INC NEW	29.63	118528000.0	3511984640.0
2006-09-29	JEF	JEFFERIES GROUP INC NEW	28.5	118789000.0	3385486500.0
2006-12-29	JEF	JEFFERIES GROUP INC NEW	26.82	118884000.0	3188468880.0
2007-03-30	JEF	JEFFERIES GROUP INC NEW	28.95	123746000.0	3582446700.0
2007-06-29	JEF	JEFFERIES GROUP INC NEW	26.98	125432000.0	3384155360.0
2007-09-28	JEF	JEFFERIES GROUP INC NEW	27.83	125841000.0	3502155030.0
2007-12-31	JEF	JEFFERIES GROUP INC NEW	23.05	125571000.0	2894411550.0
2008-03-31	JEF	JEFFERIES GROUP INC NEW	16.13	125870000.0	2030283099.9999998
2008-06-30	JEF	JEFFERIES GROUP INC NEW	16.82	161951000.0	2724015820.0
2008-09-30	JEF	JEFFERIES GROUP INC NEW	22.4	162269000.0	3634825600.0
2008-12-31	JEF	JEFFERIES GROUP INC NEW	14.06	163473000.0	2298430380.0
2009-03-31	JEF	JEFFERIES GROUP INC NEW	13.8	165853000.0	2288771400.0
2009-06-30	JEF	JEFFERIES GROUP INC NEW	21.33	171082000.0	3649179059.9999995
2009-09-30	JEF	JEFFERIES GROUP INC NEW	27.23	172553000.0	4698618190.0
2009-12-31	JEF	JEFFERIES GROUP INC NEW	23.73	168186000.0	3991053780.0
2010-03-31	JEF	JEFFERIES GROUP INC NEW	23.67	171528000.0	4060067760.0000005
2010-06-30	JEF	JEFFERIES GROUP INC NEW	21.08	171591000.0	3617138279.9999995
2010-09-30	JEF	JEFFERIES GROUP INC NEW	22.69	171241000.0	3885458290.0
2010-12-31	JEF	JEFFERIES GROUP INC NEW	26.63	171694000.0	4572211220.0
2011-03-31	JEF	JEFFERIES GROUP INC NEW	24.94	177303000.0	4421936820.0
2011-06-30	JEF	JEFFERIES GROUP INC NEW	20.4	202151000.0	4123880399.9999995
2011-09-30	JEF	JEFFERIES GROUP INC NEW	12.41	200314000.0	2485896740.0
2011-12-30	JEF	JEFFERIES GROUP INC NEW	13.75	197160000.0	2710950000.0
2012-03-30	JEF	JEFFERIES GROUP INC NEW	18.84	205960000.0	3880286400.0
2012-06-29	JEF	JEFFERIES GROUP INC NEW	12.99	203989000.0	2649817110.0
2012-09-28	JEF	JEFFERIES GROUP INC NEW	13.69	203070000.0	2780028300.0
2012-12-31	JEF	JEFFERIES GROUP INC NEW	18.57	203312000.0	3775503840.0
2013-03-28	JEF	JEFFERIES GROUP INC NEW			4791314490.0
2018-06-29	JEF	JEFFERIES FINANCIAL GROUP INC	22.74	344541000.0	7834862339.999999
2018-09-28	JEF	JEFFERIES FINANCIAL GROUP INC	21.96	333332000.0	7319970720.0
2018-12-31	JEF	JEFFERIES FINANCIAL GROUP INC	17.36	323073000.0	5608547280.0
2019-03-29	JEF	JEFFERIES FINANCIAL GROUP INC	18.79	302291000.0	5680047890.0
2019-06-28	JEF	JEFFERIES FINANCIAL GROUP INC	19.23	291237000.0	5600487510.0
2019-09-30	JEF	JEFFERIES FINANCIAL GROUP INC	18.4	300003000.0	5520055200.0
2019-12-31	JEF	JEFFERIES FINANCIAL GROUP INC	21.37	299873000.0	6408286010.0
2020-03-31	JEF	JEFFERIES FINANCIAL GROUP INC	13.67	279876000.0	3825904920.0
2020-06-30	JEF	JEFFERIES FINANCIAL GROUP INC	15.55	268830000.0	4180306500.0
2020-09-30	JEF	JEFFERIES FINANCIAL GROUP INC	18.0	259200000.0	4665600000.0
2020-12-31	JEF	JEFFERIES FINANCIAL GROUP INC	24.6	255435000.0	6283701000.0
2000-03-31	JJSF	J & J SNACK FOODS CORP	19.875	8980000.0	178477500.0
2000-06-30	JJSF	J & J SNACK FOODS CORP	17.875	8542000.0	152688250.0
2000-09-29	JJSF	J & J SNACK FOODS CORP	12.9375	8522000.0	110253375.0
2000-12-29	JJSF	J & J SNACK FOODS CORP	16.8125	8416000.0	141494000.0
2001-03-30	JJSF	J & J SNACK FOODS CORP	16.8125	8446000.0	141998375.0
2001-06-29	JJSF	J & J SNACK FOODS CORP	22.15	8578000.0	190002700.0
2001-09-28	JJSF	J & J SNACK FOODS CORP	18.75	8636000.0	161925000.0
2001-12-31	JJSF	J & J SNACK FOODS CORP	24.45	8654000.0	211590300.0
2002-03-28	JJSF	J & J SNACK FOODS CORP	37.38	8654000.0	323486520.0
2002-06-28	JJSF	J & J SNACK FOODS CORP	44.96	8868000.0	398705280.0
2002-09-30	JJSF	J & J SNACK FOODS CORP	36.85	8903000.0	328075550.0
2002-12-31	JJSF	J & J SNACK FOODS CORP	35.71	8905000.0	317997550.0
2003-03-31	JJSF	J & J SNACK FOODS CORP	30.32	8742000.0	265057440.0
2003-06-30	JJSF	J & J SNACK FOODS CORP	31.4	8868000.0	278455200.0
2003-09-30	JJSF	J & J SNACK FOODS CORP	35.78	8757000.0	313325460.0
2003-12-31	JJSF	J & J SNACK FOODS CORP	37.76	8784000.0	331683840.0
2004-03-31	JJSF	J & J SNACK FOODS CORP	45.18	8906000.0	402373080.0
2004-06-30	JJSF	J & J SNACK FOODS CORP	40.83	8969000.0	366204270.0
2004-09-30	JJSF	J & J SNACK FOODS CORP	42.88	9006000.0	386177280.0
2004-12-31	JJSF	J & J SNACK FOODS CORP	49.03	9022000.0	442348660.0
2005-03-31	JJSF	J & J SNACK FOODS CORP	46.83	9074000.0	424935420.0
2005-06-30	JJSF	J & J SNACK FOODS CORP	52.35	9074000.0	475023900.0
2005-09-30	JJSF	J & J SNACK FOODS CORP	57.8	9136000.0	528060800.0
2005-12-30	JJSF	J & J SNACK FOODS CORP	59.41	9149000.0	543542090.0
2006-03-31	JJSF	J & J SNACK FOODS CORP	33.59	18351000.0	616410090.0000001
2006-06-30	JJSF	J & J SNACK FOODS CORP	33.07	18446000.0	610009220.0
2006-09-29	JJSF	J & J SNACK FOODS CORP	31.1	18468000.0	574354800.0
2006-12-29	JJSF	J & J SNACK FOODS CORP	41.4	18515000.0	766521000.0
2007-03-30	JJSF	J & J SNACK FOODS CORP	39.49	18565000.0	733131850.0
2007-06-29	JJSF	J & J SNACK FOODS CORP	37.74	18663000.0	704341620.0
2007-09-28	JJSF	J & J SNACK FOODS CORP	34.82	18702000.0	651203640.0
2007-12-31	JJSF	J & J SNACK FOODS CORP	31.28	18710000.0	585248800.0
2008-03-31	JJSF	J & J SNACK FOODS CORP	27.47	18676000.0	513029720.0
2008-06-30	JJSF	J & J SNACK FOODS CORP	27.41	18674000.0	511854340.0
2008-09-30	JJSF	J & J SNACK FOODS CORP	33.91	18748000.0	635744679.9999999
2008-12-31	JJSF	J & J SNACK FOODS CORP	35.88	18322000.0	657393360.0
2009-03-31	JJSF	J & J SNACK FOODS CORP	34.69	18375000.0	637428750.0
2009-06-30	JJSF	J & J SNACK FOODS CORP	35.9	18433000.0	661744700.0
2009-09-30	JJSF	J & J SNACK FOODS CORP	43.19	18526000.0	800137940.0
2009-12-31	JJSF	J & J SNACK FOODS CORP	39.96	18374000.0	734225040.0
2010-03-31	JJSF	J & J SNACK FOODS CORP	43.47	18414000.0	800456580.0
2010-06-30	JJSF	J & J SNACK FOODS CORP	42.1	18482000.0	778092200.0
2010-09-30	JJSF	J & J SNACK FOODS CORP	41.93	18491000.0	775327630.0
2010-12-31	JJSF	J & J SNACK FOODS CORP	48.24	18542000.0	894466080.0
2011-03-31	JJSF	J & J SNACK FOODS CORP	47.07	18579000.0	874513530.0
2011-06-30	JJSF	J & J SNACK FOODS CORP	49.85	18662000.0	930300700.0
2011-09-30	JJSF	J & J SNACK FOODS CORP	48.05	18727000.0	899832350.0
2011-12-30	JJSF	J & J SNACK FOODS CORP	53.28	18662000.0	994311360.0
2012-03-30	JJSF	J & J SNACK FOODS CORP	52.46	18861000.0	989448060.0
2012-06-29	JJSF	J & J SNACK FOODS CORP	59.1	18902000.0	1117108200.0
2012-09-28	JJSF	J & J SNACK FOODS CORP	57.33	18780000.0	1076657400.0
2012-12-31	JJSF	J & J SNACK FOODS CORP	63.8831	18783000.0	1199916267.3
2013-03-28	JJSF	J & J SNACK FOODS CORP	76.89	18806000.0	1445993340.0
2013-06-28	JJSF	J & J SNACK FOODS CORP	77.8	18756000.0	1459216800.0
2013-09-30	JJSF	J & J SNACK FOODS CORP	80.72	18677000.0	1507607440.0
2013-12-31	JJSF	J & J SNACK FOODS CORP	88.59	18681000.0	1654949790.0
2014-03-31	JJSF	J & J SNACK FOODS CORP	95.97	18701000.0	1794734970.0
2014-06-30	JJSF	J & J SNACK FOODS CORP	94.12	18639000.0	1754302680.0
2014-09-30	JJSF	J & J SNACK FOODS CORP	93.56	18663000.0	1746110280.0
2014-12-31	JJSF	J & J SNACK FOODS CORP	108.77	18678000.0	2031606060.0
2015-03-31	JJSF	J & J SNACK FOODS CORP	106.7	18689000.0	1994116300.0
2015-06-30	JJSF	J & J SNACK FOODS CORP	110.67	18692000.0	2068643640.0
2015-09-30	JJSF	J & J SNACK FOODS CORP	113.66	18676000.0	2122714160.0
2015-12-31	JJSF	J & J SNACK FOODS CORP	116.67	18677000.0	2179045590.0
2016-03-31	JJSF	J & J SNACK FOODS CORP	108.28	18617000.0	2015848760.0
2016-06-30	JJSF	J & J SNACK FOODS CORP	119.27	18618000.0	2220568860.0
2016-09-30	JJSF	J & J SNACK FOODS CORP	119.12	18668000.0	2223732160.0
2016-12-30	JJSF	J & J SNACK FOODS CORP	133.42999	18697000.0	2494740523.03
2017-03-31	JJSF	J & J SNACK FOODS CORP	135.56	18716000.0	2537140960.0
2017-06-30	JJSF	J & J SNACK FOODS CORP	132.07001	18729000.0	2473539217.29
2017-09-29	JJSF	J & J SNACK FOODS CORP	131.3	18663000.0	2450451900.0
2017-12-29	JJSF	J & J SNACK FOODS CORP	151.83	18668000.0	2834362440.0
2018-03-29	JJSF	J & J SNACK FOODS CORP	136.56	18697000.0	2553262320.0
2018-06-29	JJSF	J & J SNACK FOODS CORP	152.47	18697000.0	2850731590.0
2018-09-28	JJSF	J & J SNACK FOODS CORP	150.89	18754000.0	2829791059.9999995
2018-12-31	JJSF	J & J SNACK FOODS CORP	144.59	18774000.0	2714532660.0
2019-03-29	JJSF	J & J SNACK FOODS CORP	158.84	18815000.0	2988574600.0
2019-06-28	JJSF	J & J SNACK FOODS CORP	160.95	18830000.0	3030688500.0
2019-09-30	JJSF	J & J SNACK FOODS CORP	192.0	18895000.0	3627840000.0
2019-12-31	JJSF	J & J SNACK FOODS CORP	184.27	18900000.0	3482703000.0
2020-03-31	JJSF	J & J SNACK FOODS CORP	121.0	18888000.0	2285448000.0
2020-06-30	JJSF	J & J SNACK FOODS CORP	127.13	18888000.0	2401231440.0
2020-09-30	JJSF	J & J SNACK FOODS CORP	130.39	18915000.0	2466326849.9999995
2020-12-31	JJSF	J & J SNACK FOODS CORP	155.37	18954000.0	2944882980.0
2000-03-31	JM	JOHNS MANVILLE CORP NEW	10.625	147283000.0	1564881875.0
2000-06-30	JM	JOHNS MANVILLE CORP NEW	13.1875	147596000.0	1946422250.0
2000-09-29	JM	JOHNS MANVILLE CORP NEW	11.3125	147596000.0	1669679750.0
